   3.3108014e+00   3.0866237e+00
   3.2489576e+00   2.7472287e+00
   3.2589524e+00   2.4033471e+00
   2.8297473e+00   3.3234855e+00
   3.4194323e+00   2.8231887e+00
   3.2642828e+00   3.0232173e+00
   4.0035090e+00   2.6035262e+00
   3.4253839e+00   2.2247428e+00
   3.0312080e+00   2.2877650e+00
   3.5297542e+00   3.3587212e+00
   2.9147318e+00   2.6110472e+00
   2.9462085e+00   3.1579929e+00
   2.0634735e+00   1.4533283e+00
   1.6715920e+00   1.7831954e+00
   1.2593005e+00   1.9157651e+00
   2.0777445e+00   1.8907332e+00
   2.5314577e+00   3.7032676e+00
   2.4458949e+00   3.2005623e+00
   3.1242033e+00   3.4648301e+00
   2.9002044e+00   2.1970989e+00
   3.2014976e+00   3.3307681e+00
   2.6429354e+00   4.0692511e+00
